Region,Country,Location,City,Course,Play,Type,i100,Date,NumberHoles,Architect,Budget,Budget2,Construction,Greens,Fairways,Year,TypeOfJob,Status,Current,History,DataCurated,Latitude,Longitude,ApproxGPS,Website,MediaWeb,YouTube,Instagram,InstaCaption,BackTee,AnnualGroundsBudget,Acres,Equiprment,AnnualWater,WaterSrc,Comments,Comments2,YouTubeCaption,Twitter,TwitterCaption,Bob,ArchitectURL,Owner,Opposition,Permits,MgmtCo,Irrigation
N America,USA,Massachusetts,,Woodland ,Once,,,2020,,Tyler Rae ,,,MAS,,,,Restore,Open,,Stiles Ross Cornish,2020-05-02,42.335833,-71.247467,,https://www.woodlandgolfclub.com/,,,,,,,,,,,Bunkers,,,,,,,,,,,
N America,USA,Minnesota,,Rochester,Member,,,2020,,Tom Doak Brian Slawnik Angela Moser,$6.4M,,,,,,Restore,Open,,Tillinghast,2021-07-01,44.0177172,-92.5139979,,https://www.rgcc.org/about-us/history,,,,,,,,,,,DuPont,,,,,,,,,,,
N America,USA,Minnesota,,White Bear Yacht,Member,,100,2020,,Jim Urbina,$2.4M,,,,,,Restore,Open,,Ross Watson,2021-02-11,45.089864,-92.976306,,https://www.wbyc.com/Files/Library/LRPUPDATED10.15.2020.PDF,,olEKBK4kBxk,,,,,,,,,,,Updates,WhiteBearYachtC/status/1291430335452872706,Update,,,,,,,
N America,USA,New York,,Chautauqua GC Lake,Once,,,2020,,Chris Wilczynski,,,,,,,Restore,Open,,Donald Ross,2020-10-16,42.204755,-79.474856,,http://chq.org/golf,,,,,,,,,,,,,,,,,,,,,,
N America,USA,New York,,Pelham CC ,Once,,,2020,,Mike DeVries,,,,,,,Restore,Open,,Emmet,2020-05-02,40.894791,-73.802003,,https://www.pelhamcc.com/About_the_Club/History,,,pelhamcc,Pelham,,,,,,,1923 PGA,,,,,,,,,,,
N America,USA,New York,,Oak Hill East,Member,,100,2020,,Andrew Green,$6M,,LaBar,,,,Restore,Open,,Ross  G Fazio ,2020-06-23,43.112837,-77.534948,,https://www.oakhillcc.com/web/pages/east-course,,VuHuo8vJyQ8,,,,,,,,,,,2020,GreenGCA/status/1273771258598109186,Update,,,,,,,
N America,USA,North Carolina,,Sequoyah Natl ,Once,,,2020,,RTJ II ,,,,,,,Restore,Open,,RTJ II Begay ,2020-12-04,35.432083,-83.331205,,https://www.sequoyahnational.com/,,qXuPcdPgy_U,sequoyahnational,,,,,,,,,,Breathtaking,,,,,,,,,
N America,USA,North Carolina,,Skybrook,Once,,,2020,,John LaFoy,,,,,,,Renovate,Open,,John LaFoy,2023-01-01,35.4081451,-80.769286,,https://www.skybrookgolf.com/,,cINLkwLGzuU,,,,,,,,,,,Spring Greens,,,,,,,,,
N America,USA,Oklahoma,,Oklahoma City G&CC ,Member,,,2020,,Tripp Davis,,,,,,,Restore,Open ,,Maxwell ,2020-09-22,35.547005,-97.552566,,https://www.okcgcc.com/,,X46b7PCnAGs,,,,,,,,,,,Aerial Tour,DornickMaxwell/status/1287784788607275011,1939,,,,,,,
N America,USA,Pennsylvania,,Bethlehem,Public,Public,,2020,,Fine,$0.875M,,,,,,Restore,Open ,,Gordon,2021-06-25,40.6429443,-75.3884016,,https://new.usga.org/content/usga/home-page/course-care/green-section-record/59/09/restoring-bethlehem-golf-club-with-help-from-a-usga-agronomist.html,,,,,,,,,,,USGA,,,,,,,,,,,
N America,USA,Pennsylvania,,Chartiers,Once,Member,,2020,,Forrest,,,Aspen,,,,Restore,Open ,,Park,2021-11-24,40.434911,-80.095144,,https://www.golfcourseindustry.com/article/pittsburgh-golf-course-restorations-chartiers-fox-chapel/,,pZdMZTsRCwk,,,,,,,,,,,Overview,GCImagazine/status/1446241629426360327,Images,,,,,,,
N America,USA,Pennsylvania,,Fox Chapel,Member,,,2020,,Fazio Marzolf,$3.1M,,NMP,,,,Restore,Open,,Raynor Banks,2020-11-28,40.522496,-79.879644,,https://foxchapelgolfclub.org/,,,,,,,,,,,,,,FreeportGolf/status/1307426374760779784,Sep-20,,,,,,,
N America,USA,Texas,,Brook Hollow ,Member,Member,100,2020,,Keith Foster,,,LaBar,,,,Restore,Open,,Tillinghast ,2020-11-06,32.834229,-96.866103,,https://www.brookhollowgc.org/,,,,,,,,,,,,,,,,,,,,,,
N America,USA,Texas,,Oak Hills CC,Once,,,2020,,Tripp Davis,$10M,,,,,,Restore,Open,,Tillinghast,2020-07-07,29.506554,-98.570309,,https://www.oakhillscc.com/,,,,,,,,,,,,,,,,,,,,,,
N America,USA,Texas,,Whispering Pines ,Member,,100,2020,,Chet Williams ,,,,,,,Restore,Open,,Williams ,2020-10-08,30.945561,-95.252452,,http://www.whisperingpinesgolfclub.com/,,jM0rC3TGW7Y,,,,,,,,,Regrass,,TifEagle Greens,,,,,,,,,
